station,time,easting,northing,height,delta_east,delta_north,delta_height
GPS14,2/11/22 1:19,335407.9103,9752376.85,151.1299155,1.2908398,-0.838649046,-0.091577893
GPS14,2/11/22 1:39,335407.9124,9752376.845,151.1097473,1.293019085,-0.844529519,-0.111746157
GPS14,2/11/22 1:49,335407.9074,9752376.843,151.0997415,1.287989654,-0.846349536,-0.121751914
GPS14,2/11/22 2:19,335407.9152,9752376.831,151.1044219,1.295735348,-0.857603934,-0.117071573
GPS14,2/11/22 2:29,335407.9196,9752376.831,151.1124695,1.300226201,-0.85798867,-0.109023887
GPS14,2/11/22 2:39,335407.9119,9752376.825,151.087462,1.292518509,-0.86448973,-0.134031389
GPS14,2/11/22 2:49,335407.913,9752376.825,151.0789247,1.293621549,-0.864572706,-0.142568724
GPS14,2/11/22 2:59,335407.9202,9752376.826,151.0857147,1.300757017,-0.863372358,-0.135778747
GPS14,2/11/22 3:09,335407.9328,9752376.82,151.1210807,1.313426837,-0.868680255,-0.100412735
GPS14,2/11/22 3:19,335407.9298,9752376.821,151.1263881,1.310332488,-0.867993848,-0.095105372
GPS14,2/11/22 3:29,335407.923,9752376.818,151.1291154,1.303529578,-0.870985329,-0.09237798
GPS14,2/11/22 3:49,335407.925,9752376.813,151.1467301,1.305576244,-0.876358649,-0.074763333
GPS14,2/11/22 3:59,335407.9215,9752376.81,151.1322701,1.302093284,-0.879529163,-0.089223364
GPS14,2/11/22 4:09,335407.9167,9752376.818,151.1563623,1.297270526,-0.871123798,-0.065131123
GPS14,2/11/22 4:29,335407.9306,9752376.818,151.1489928,1.311196162,-0.870726697,-0.072500611
GPS14,2/11/22 4:49,335407.9182,9752376.827,151.1426968,1.298754498,-0.862144878,-0.078796664
GPS14,2/11/22 4:59,335407.9135,9752376.828,151.1356768,1.294126692,-0.860750856,-0.085816661
GPS14,2/11/22 5:09,335407.9129,9752376.825,151.1339033,1.293526881,-0.863719955,-0.087590154
GPS14,2/11/22 5:19,335407.9038,9752376.823,151.1191795,1.284364514,-0.8660568,-0.102313884
GPS14,2/11/22 5:39,335407.9142,9752376.816,151.1211181,1.29480647,-0.873039544,-0.100375326
GPS14,2/11/22 5:49,335407.9262,9752376.81,151.1053849,1.306735643,-0.879558779,-0.116108555
GPS14,2/11/22 6:29,335407.9381,9752376.811,151.1044582,1.318702798,-0.878439004,-0.117035236
GPS14,2/11/22 6:49,335407.9307,9752376.815,151.105801,1.311281139,-0.87409796,-0.115692473
GPS14,2/11/22 6:59,335407.9308,9752376.814,151.0926865,1.311359003,-0.875097832,-0.128806955
GPS14,2/11/22 7:09,335407.9281,9752376.815,151.0856523,1.308679223,-0.873662816,-0.135841114
GPS14,2/11/22 7:19,335407.9302,9752376.816,151.1112575,1.310764371,-0.873035429,-0.110235875
GPS14,2/11/22 7:29,335407.9316,9752376.825,151.1140067,1.312183918,-0.86393385,-0.107486723
GPS14,2/11/22 7:49,335407.9246,9752376.829,151.1023767,1.305162007,-0.860517981,-0.119116699
GPS14,2/11/22 8:09,335407.9279,9752376.835,151.1004713,1.308483253,-0.853652664,-0.121022146
GPS14,2/11/22 8:19,335407.9202,9752376.836,151.0939048,1.300741854,-0.853025157,-0.127588635
GPS14,2/11/22 8:39,335407.93,9752376.836,151.0957604,1.310605316,-0.853293592,-0.125732985
GPS14,2/11/22 8:49,335407.9326,9752376.832,151.0966999,1.313135753,-0.857348109,-0.124793556
GPS14,2/11/22 8:59,335407.933,9752376.832,151.1046891,1.313584872,-0.856992943,-0.116804312
GPS14,2/11/22 9:29,335407.9311,9752376.827,151.0994672,1.311664581,-0.861716315,-0.122026268
GPS14,2/11/22 9:39,335407.9293,9752376.831,151.0936189,1.30985578,-0.858067347,-0.127874481
GPS14,2/11/22 9:49,335407.9264,9752376.832,151.0997866,1.307005312,-0.856678043,-0.121706776
GPS14,2/11/22 9:59,335407.9329,9752376.828,151.1221372,1.313481007,-0.860981364,-0.099356182
GPS14,2/11/22 10:19,335407.9334,9752376.824,151.1079896,1.313947623,-0.865582421,-0.113503859
GPS14,2/11/22 10:29,335407.9288,9752376.826,151.1179754,1.309368891,-0.863243859,-0.103517995
GPS14,2/11/22 10:39,335407.9296,9752376.819,151.10549,1.310155622,-0.869616881,-0.116003424
GPS14,2/11/22 10:49,335407.9287,9752376.811,151.1020467,1.309287309,-0.877691923,-0.119446692
GPS14,2/11/22 10:59,335407.931,9752376.816,151.1062882,1.311606704,-0.873378661,-0.115205219
GPS14,2/11/22 11:09,335407.9406,9752376.817,151.1176669,1.321201136,-0.871849468,-0.103826497
GPS14,2/11/22 11:19,335407.9425,9752376.82,151.1271003,1.323042341,-0.869148513,-0.094393138
GPS14,2/11/22 11:39,335407.9399,9752376.828,151.1323648,1.320469124,-0.860969698,-0.089128627
GPS14,2/11/22 11:49,335407.9444,9752376.826,151.131296,1.32498848,-0.863264138,-0.090197425
GPS14,2/11/22 12:19,335407.9364,9752376.822,151.150492,1.31697224,-0.866948653,-0.071001469
GPS14,2/11/22 12:29,335407.937,9752376.814,151.1372429,1.31757236,-0.875014501,-0.084250544
GPS14,2/11/22 12:39,335407.9311,9752376.813,151.1353863,1.311711846,-0.875892675,-0.086107102
GPS14,2/11/22 12:49,335407.9296,9752376.823,151.1363977,1.31022428,-0.866481703,-0.085095677
GPS14,2/11/22 13:19,335407.9316,9752376.823,151.1165798,1.31217399,-0.866155902,-0.104913653
GPS14,2/11/22 13:29,335407.9316,9752376.822,151.1166918,1.312201339,-0.867426844,-0.104801661
GPS14,2/11/22 13:49,335407.942,9752376.821,151.1230294,1.322582807,-0.868466916,-0.098464048
GPS14,2/11/22 13:59,335407.9387,9752376.819,151.1285051,1.319304813,-0.8701376,-0.09298828
GPS14,2/11/22 14:09,335407.9384,9752376.821,151.1325679,1.318953163,-0.867933935,-0.088925563
GPS14,2/11/22 14:19,335407.9355,9752376.815,151.1242471,1.316102309,-0.873799464,-0.097246358
GPS14,2/11/22 14:29,335407.938,9752376.811,151.1371583,1.318571351,-0.877641814,-0.084335114
GPS14,2/11/22 14:39,335407.9385,9752376.811,151.1404632,1.319118374,-0.878247999,-0.081030235
GPS14,2/11/22 14:49,335407.9358,9752376.809,151.1434678,1.316405743,-0.879625477,-0.078025592
GPS14,2/11/22 14:59,335407.9332,9752376.81,151.1358546,1.313760724,-0.879168339,-0.085638857
GPS14,2/11/22 15:09,335407.9318,9752376.811,151.1253175,1.312385544,-0.87837589,-0.096175959
GPS14,2/11/22 15:19,335407.935,9752376.812,151.1425758,1.315626076,-0.876839772,-0.078917669
GPS14,2/11/22 15:29,335407.9385,9752376.808,151.1442698,1.319039785,-0.881077409,-0.077223578
GPS14,2/11/22 15:39,335407.9378,9752376.803,151.1371228,1.318396135,-0.885823743,-0.084370621
GPS14,2/11/22 15:49,335407.9386,9752376.807,151.1383843,1.319184502,-0.881632481,-0.083109172
GPS14,2/11/22 15:59,335407.9398,9752376.81,151.1048746,1.320363629,-0.879565066,-0.116618836
GPS14,2/11/22 16:09,335407.9348,9752376.811,151.1193602,1.315357351,-0.877934894,-0.102133239
GPS14,2/11/22 16:19,335407.931,9752376.808,151.1003467,1.311556633,-0.881542865,-0.121146688
GPS14,2/11/22 16:29,335407.9394,9752376.809,151.1128538,1.320006028,-0.880053343,-0.108639634
GPS14,2/11/22 16:39,335407.9364,9752376.813,151.1147644,1.316961117,-0.876384029,-0.106728991
GPS14,2/11/22 16:49,335407.9394,9752376.814,151.1178293,1.320004182,-0.87551189,-0.103664089
GPS14,2/11/22 16:59,335407.9382,9752376.815,151.1244935,1.318784392,-0.874165734,-0.096999974
GPS14,2/11/22 17:09,335407.9404,9752376.81,151.1375032,1.320976216,-0.878897743,-0.083990226
GPS14,2/11/22 17:19,335407.9368,9752376.809,151.1301411,1.317375377,-0.879813839,-0.091352336
GPS14,2/11/22 17:29,335407.9337,9752376.814,151.1334994,1.314265919,-0.875018807,-0.087994037
GPS14,2/11/22 17:49,335407.9297,9752376.823,151.1203381,1.310234883,-0.865937188,-0.101155279
GPS14,2/11/22 17:59,335407.9379,9752376.818,151.1405395,1.318460977,-0.871271215,-0.080953888
GPS14,2/11/22 18:09,335407.9438,9752376.822,151.1165254,1.324402155,-0.866842788,-0.10496798
GPS14,2/11/22 18:19,335407.9397,9752376.816,151.0911772,1.320254171,-0.872777311,-0.130316273
GPS14,2/11/22 18:29,335407.9402,9752376.81,151.133244,1.320807803,-0.879172621,-0.08824943
GPS14,2/11/22 18:39,335407.9475,9752376.814,151.1510042,1.328127982,-0.875092475,-0.070489217
GPS14,2/11/22 18:49,335407.946,9752376.815,151.1505723,1.326564689,-0.873995157,-0.070921135
GPS14,2/11/22 18:59,335407.9434,9752376.811,151.1324995,1.323953328,-0.878346447,-0.088993898
GPS14,2/11/22 19:09,335407.9429,9752376.814,151.1413034,1.323481197,-0.875100618,-0.080190023
GPS14,2/11/22 19:19,335407.9425,9752376.816,151.1301961,1.323055676,-0.873390947,-0.091297352
GPS14,2/11/22 19:29,335407.9475,9752376.822,151.1417264,1.328045947,-0.86750173,-0.079767024
GPS14,2/11/22 19:39,335407.9435,9752376.824,151.1315664,1.324092389,-0.86484387,-0.089927048
GPS14,2/11/22 19:49,335407.942,9752376.821,151.1343151,1.322578803,-0.867783517,-0.087178279
GPS14,2/11/22 19:59,335407.9405,9752376.817,151.1277192,1.321092303,-0.871801717,-0.093774253
GPS14,2/11/22 20:19,335407.9471,9752376.809,151.1389484,1.327667584,-0.8804377,-0.082545034
GPS14,2/11/22 20:29,335407.9458,9752376.813,151.1429377,1.326415131,-0.876027599,-0.07855572
GPS14,2/11/22 20:39,335407.9403,9752376.817,151.133241,1.320854539,-0.872502496,-0.088252421
GPS14,2/11/22 20:49,335407.9385,9752376.813,151.1335357,1.319096041,-0.876579233,-0.087957773
GPS14,2/11/22 20:59,335407.9421,9752376.812,151.1489604,1.3226886,-0.877371417,-0.072533051
GPS14,2/11/22 21:09,335407.9495,9752376.804,151.1848684,1.33007067,-0.885545641,-0.036624997
GPS14,2/11/22 21:19,335407.9495,9752376.803,151.1791079,1.330124572,-0.885847678,-0.04238548
GPS14,2/11/22 21:29,335407.9479,9752376.811,151.1429444,1.328518118,-0.878108475,-0.078549034
GPS14,2/11/22 21:39,335407.9451,9752376.812,151.1262987,1.325650734,-0.877512285,-0.095194697
GPS14,2/11/22 21:49,335407.9524,9752376.803,151.1291471,1.332975541,-0.885842195,-0.092346345
GPS14,2/11/22 21:59,335407.9637,9752376.809,151.1444771,1.344256376,-0.880280964,-0.077016363
GPS14,2/11/22 22:09,335407.9593,9752376.804,151.1435401,1.339907657,-0.885405874,-0.077953374
GPS14,2/11/22 22:19,335407.9563,9752376.805,151.1374558,1.336873265,-0.883696906,-0.084037648
GPS14,2/11/22 22:29,335407.955,9752376.803,151.1275818,1.335579892,-0.886415519,-0.093911621
GPS14,2/11/22 22:39,335407.953,9752376.805,151.1229568,1.333549856,-0.883811479,-0.098536599
GPS14,2/11/22 22:49,335407.9554,9752376.807,151.1375099,1.3359377,-0.881970393,-0.083983561
GPS14,2/11/22 23:09,335407.9476,9752376.811,151.1529376,1.328175795,-0.878580909,-0.068555842
GPS14,2/11/22 23:19,335407.9453,9752376.812,151.1585115,1.325884818,-0.876826588,-0.062981908
GPS14,2/11/22 23:29,335407.9461,9752376.812,151.154183,1.326662948,-0.876699265,-0.067310469
GPS14,2/11/22 23:39,335407.9427,9752376.81,151.1482787,1.323311367,-0.879019996,-0.073214718
GPS14,2/11/22 23:49,335407.9492,9752376.806,151.1405043,1.329822915,-0.882855792,-0.080989134
GPS14,2/11/22 23:59,335407.9493,9752376.806,151.139673,1.329882808,-0.883473452,-0.081820422
GPS14,2/12/22 0:09,335407.9475,9752376.806,151.1418641,1.328120413,-0.883564562,-0.079629297
GPS14,2/12/22 0:19,335407.9464,9752376.809,151.1343121,1.327015193,-0.879682785,-0.087181349
GPS14,2/12/22 0:29,335407.9527,9752376.816,151.13217,1.333235339,-0.873257615,-0.089323379
GPS14,2/12/22 0:39,335407.9511,9752376.814,151.1314117,1.331646965,-0.874903716,-0.090081765
GPS14,2/12/22 0:49,335407.9533,9752376.811,151.1388913,1.333866756,-0.878550364,-0.08260209
GPS14,2/12/22 0:59,335407.9562,9752376.809,151.1420456,1.336827392,-0.88055281,-0.079447838
GPS14,2/12/22 1:09,335407.9536,9752376.809,151.14457,1.334136263,-0.879683964,-0.076923468
GPS14,2/12/22 1:19,335407.9536,9752376.806,151.1432955,1.334134177,-0.883300278,-0.078197956
GPS14,2/12/22 1:29,335407.9537,9752376.802,151.1453923,1.334270465,-0.886679983,-0.07610109
GPS14,2/12/22 1:39,335407.9537,9752376.801,151.1263373,1.334270568,-0.888486903,-0.095156137
GPS14,2/12/22 1:49,335407.9544,9752376.797,151.1225467,1.334966739,-0.891828679,-0.098946762
GPS14,2/12/22 1:59,335407.9517,9752376.801,151.119887,1.332270153,-0.887764227,-0.10160645
GPS14,2/12/22 2:09,335407.9602,9752376.804,151.1274235,1.340817691,-0.885013161,-0.094069898
GPS14,2/12/22 2:19,335407.9631,9752376.801,151.1291333,1.343703144,-0.888043765,-0.092360154
GPS14,2/12/22 2:29,335407.9604,9752376.804,151.1259334,1.340941278,-0.884651463,-0.095560038
GPS14,2/12/22 2:39,335407.9604,9752376.798,151.1222462,1.340947135,-0.891209181,-0.099247246
GPS14,2/12/22 2:49,335407.9603,9752376.805,151.1144978,1.340925591,-0.884137174,-0.106995617
GPS14,2/12/22 2:59,335407.9648,9752376.808,151.1109211,1.345375055,-0.881212654,-0.110572363
GPS14,2/12/22 3:09,335407.9667,9752376.811,151.1088536,1.347289773,-0.878355274,-0.112639835
GPS14,2/12/22 3:19,335407.9603,9752376.807,151.1032486,1.340870677,-0.882515566,-0.118244809
GPS14,2/12/22 3:29,335407.962,9752376.807,151.1080355,1.342546004,-0.882095067,-0.113457896
GPS14,2/12/22 3:39,335407.9611,9752376.811,151.11217,1.341704868,-0.878520126,-0.109323423
GPS14,2/12/22 3:49,335407.9699,9752376.807,151.1260579,1.350468268,-0.882220021,-0.095435493
GPS14,2/12/22 3:59,335407.9547,9752376.799,151.1414677,1.335258619,-0.890503427,-0.080025687
GPS14,2/12/22 4:09,335407.9576,9752376.794,151.1290775,1.338188187,-0.895064002,-0.092415958
GPS14,2/12/22 4:19,335407.9643,9752376.796,151.093332,1.344916223,-0.893282617,-0.12816146
GPS14,2/12/22 4:49,335407.9779,9752376.793,151.1447436,1.358444914,-0.896566538,-0.076749835
GPS14,2/12/22 4:59,335407.9747,9752376.802,151.1402675,1.355250007,-0.886985917,-0.081225961
GPS14,2/12/22 5:19,335407.9676,9752376.818,151.1259443,1.348150073,-0.870676782,-0.09554916
GPS14,2/12/22 5:29,335407.9644,9752376.815,151.1213719,1.344932514,-0.873817042,-0.100121562
GPS14,2/12/22 5:39,335407.9665,9752376.812,151.1361279,1.347061863,-0.877012867,-0.085365512
GPS14,2/12/22 5:49,335407.9718,9752376.806,151.1521647,1.352362354,-0.883356353,-0.069328697
GPS14,2/12/22 5:59,335407.9712,9752376.801,151.1626506,1.351756687,-0.887659831,-0.05884282
GPS14,2/12/22 6:09,335407.9761,9752376.809,151.1441932,1.356653701,-0.880044704,-0.077300204
GPS14,2/12/22 6:19,335407.975,9752376.812,151.1334494,1.355564309,-0.877385208,-0.088044002
GPS14,2/12/22 6:29,335407.969,9752376.81,151.1358437,1.3496218,-0.879234148,-0.085649707
GPS14,2/12/22 6:39,335407.9643,9752376.805,151.1405167,1.344915467,-0.884579102,-0.080976754
GPS14,2/12/22 6:49,335407.9596,9752376.803,151.1480995,1.340148541,-0.886154726,-0.073393885
GPS14,2/12/22 6:59,335407.9562,9752376.797,151.1432434,1.336760464,-0.89215558,-0.078250035
GPS14,2/12/22 7:09,335407.9588,9752376.799,151.1489517,1.339395377,-0.890301798,-0.07254171
GPS14,2/12/22 7:19,335407.9624,9752376.799,151.1566551,1.342932504,-0.890349746,-0.064838327
GPS14,2/12/22 7:29,335407.9584,9752376.793,151.1557894,1.339014776,-0.895849731,-0.065703984
GPS14,2/12/22 7:39,335407.956,9752376.797,151.1690219,1.336541696,-0.891915882,-0.052471496
GPS14,2/12/22 7:59,335407.9572,9752376.796,151.1729749,1.337730959,-0.893509958,-0.048518554
GPS14,2/12/22 8:09,335407.9537,9752376.796,151.1604833,1.3342616,-0.892986197,-0.061010099
GPS14,2/12/22 8:19,335407.9456,9752376.795,151.1693894,1.326199196,-0.893616553,-0.052104002
GPS14,2/12/22 8:29,335407.9503,9752376.794,151.1547507,1.330895066,-0.895455057,-0.066742698
GPS14,2/12/22 8:39,335407.9573,9752376.796,151.1473963,1.337845765,-0.893226253,-0.074097105
GPS14,2/12/22 8:49,335407.9563,9752376.793,151.1412407,1.336924286,-0.89616962,-0.080252719
GPS14,2/12/22 8:59,335407.9623,9752376.797,151.1387795,1.342844077,-0.891954346,-0.082713943
GPS14,2/12/22 9:09,335407.9694,9752376.792,151.1227683,1.349947485,-0.897062,-0.098725172
GPS14,2/12/22 9:49,335407.9727,9752376.788,151.1494628,1.353267845,-0.900744822,-0.072030673
GPS14,2/12/22 9:59,335407.9754,9752376.787,151.155598,1.355964884,-0.901720369,-0.065895448
GPS14,2/12/22 10:19,335407.9697,9752376.783,151.1353659,1.350260593,-0.906222178,-0.086127555
GPS14,2/12/22 10:39,335407.9744,9752376.786,151.1384824,1.354960883,-0.903221993,-0.08301104
GPS14,2/12/22 10:49,335407.9742,9752376.791,151.1581072,1.354792141,-0.898242489,-0.063386203
GPS14,2/12/22 10:59,335407.9734,9752376.79,151.1496096,1.353971096,-0.89885271,-0.071883793
GPS14,2/12/22 11:09,335407.9759,9752376.791,151.160504,1.356457478,-0.898411136,-0.060989408
GPS14,2/12/22 11:29,335407.9822,9752376.791,151.1794344,1.362798659,-0.897869898,-0.04205898
GPS14,2/12/22 11:39,335407.9833,9752376.789,151.1614056,1.363879005,-0.899653003,-0.060087853
GPS14,2/12/22 12:09,335407.9722,9752376.785,151.1331987,1.352743458,-0.904000839,-0.088294745
GPS14,2/12/22 13:49,335407.9075,9752376.683,151.2938826,1.288078829,-1.006303038,0.07238918
GPS14,2/12/22 13:59,335407.9053,9752376.679,151.2912963,1.285895624,-1.01004551,0.069802894
GPS14,2/12/22 15:09,335407.9327,9752376.582,152.2173546,1.313305006,-1.107213411,0.995861202
GPS14,2/12/22 15:19,335407.9766,9752376.817,151.175441,1.357157733,-0.87221943,-0.04605239
GPS14,2/12/22 16:09,335407.9778,9752376.806,151.1483138,1.358427825,-0.883175667,-0.073179625
GPS14,2/12/22 16:19,335407.9734,9752376.802,151.1501608,1.353943004,-0.88750403,-0.071332654
GPS14,2/12/22 16:29,335407.9734,9752376.793,151.1312186,1.353977906,-0.896193307,-0.090274798
GPS14,2/12/22 16:39,335407.9719,9752376.796,151.1333523,1.352475458,-0.892681556,-0.088141152
GPS14,2/12/22 16:59,335407.9651,9752376.796,151.1395119,1.345648944,-0.892744044,-0.081981486
GPS14,2/12/22 17:09,335407.9651,9752376.799,151.1413148,1.345649278,-0.890359163,-0.080178633
GPS14,2/12/22 17:19,335407.9695,9752376.796,151.1328033,1.350087439,-0.893154271,-0.088690137
GPS14,2/12/22 18:09,335407.9817,9752376.805,151.1757949,1.362328342,-0.883922981,-0.045698558
GPS14,2/12/22 18:49,335407.9955,9752376.795,151.2112036,1.37610704,-0.89408947,-0.010289812
GPS14,2/12/22 18:59,335407.9967,9752376.795,151.1967807,1.377324735,-0.8945577,-0.024712702
GPS14,2/12/22 19:09,335408.0002,9752376.796,151.1774377,1.380735406,-0.893448887,-0.044055682
GPS14,2/12/22 19:19,335407.9993,9752376.795,151.1662489,1.379849689,-0.893625189,-0.055244554
GPS14,2/12/22 19:29,335408.0012,9752376.791,151.1506692,1.381796755,-0.898568004,-0.070824214
GPS14,2/12/22 19:39,335407.9945,9752376.788,151.1349223,1.375075062,-0.901456259,-0.086571096
GPS14,2/12/22 19:49,335407.9944,9752376.779,151.1346879,1.374960661,-0.909715593,-0.086805502
GPS14,2/12/22 20:09,335407.9949,9752376.78,151.1441351,1.375439409,-0.908596972,-0.077358335
GPS14,2/12/22 20:19,335407.9979,9752376.777,151.1424168,1.378453224,-0.911955211,-0.079076644
GPS14,2/12/22 20:29,335408.0001,9752376.78,151.1384622,1.380685263,-0.908986147,-0.083031273
GPS14,2/12/22 20:39,335407.9959,9752376.782,151.133163,1.376473503,-0.907300809,-0.088330438
GPS14,2/12/22 20:49,335407.9952,9752376.782,151.138196,1.375822965,-0.907117248,-0.083297419
GPS14,2/12/22 20:59,335407.9977,9752376.783,151.1463531,1.378299173,-0.906572029,-0.075140302
GPS14,2/12/22 21:09,335407.9994,9752376.78,151.1451506,1.379988257,-0.909111092,-0.076342782
GPS14,2/12/22 21:19,335408.001,9752376.781,151.1415578,1.381533449,-0.907868912,-0.079935664
GPS14,2/12/22 21:49,335408.0108,9752376.778,151.1422809,1.391357638,-0.911148168,-0.079212509
GPS14,2/12/22 21:59,335408.0082,9752376.778,151.1437275,1.38875322,-0.911390681,-0.077765972
GPS14,2/12/22 22:09,335408.0043,9752376.774,151.1327075,1.38485725,-0.914958803,-0.08878592
GPS14,2/12/22 22:19,335408.0077,9752376.776,151.1333315,1.388248025,-0.912638722,-0.088161879
GPS14,2/12/22 22:29,335408.0047,9752376.773,151.1248456,1.385326752,-0.916231776,-0.096647813
GPS14,2/12/22 22:39,335408.0009,9752376.777,151.1215115,1.381492002,-0.912516873,-0.099981899
GPS14,2/12/22 22:49,335407.9981,9752376.779,151.1272138,1.378641382,-0.909776617,-0.09427964
GPS14,2/12/22 23:09,335407.9994,9752376.78,151.131529,1.379931727,-0.908919984,-0.08996447
GPS14,2/12/22 23:19,335408.0015,9752376.779,151.1276676,1.382068672,-0.909727676,-0.093825789
GPS14,2/12/22 23:29,335407.9978,9752376.784,151.135738,1.378352185,-0.905426415,-0.085755446
GPS14,2/12/22 23:39,335408.0004,9752376.781,151.1308807,1.380986997,-0.908270765,-0.090612759
GPS14,2/12/22 23:49,335407.9997,9752376.778,151.1328757,1.380244571,-0.911569079,-0.088617694
GPS14,2/12/22 23:59,335408.0012,9752376.779,151.1353994,1.381816561,-0.91054887,-0.086093995
GPS14,2/13/22 0:09,335407.9978,9752376.778,151.1214619,1.378405351,-0.910868527,-0.100031543
GPS14,2/13/22 0:19,335408.0027,9752376.778,151.1256499,1.383282945,-0.911097046,-0.095843573
GPS14,2/13/22 0:29,335408.0081,9752376.777,151.1254351,1.388658467,-0.911844173,-0.096058362
GPS14,2/13/22 0:39,335408.0071,9752376.773,151.1269106,1.3877168,-0.915749414,-0.094582847
GPS14,2/13/22 0:49,335408.0124,9752376.774,151.1324963,1.393016809,-0.915493295,-0.088997122
GPS14,2/13/22 0:59,335408.012,9752376.773,151.1345965,1.392561279,-0.916507997,-0.08689688
GPS14,2/13/22 1:09,335408.0083,9752376.774,151.1296397,1.388849743,-0.914775923,-0.091853678
GPS14,2/13/22 1:19,335408.0124,9752376.773,151.1354389,1.392956319,-0.915609227,-0.086054487
GPS14,2/13/22 1:29,335408.0141,9752376.77,151.1294401,1.394656591,-0.919127019,-0.092053317
GPS14,2/13/22 1:39,335408.0129,9752376.77,151.1184312,1.393484776,-0.918844676,-0.103062263
GPS14,2/13/22 1:49,335408.0089,9752376.768,151.1181466,1.389522336,-0.920704231,-0.103346783
GPS14,2/13/22 1:59,335408.0134,9752376.769,151.125082,1.393963465,-0.920064874,-0.09641138
GPS14,2/13/22 2:09,335408.017,9752376.77,151.136678,1.397572007,-0.919327708,-0.084815388
GPS14,2/13/22 2:19,335408.0168,9752376.774,151.1470931,1.397425635,-0.915489631,-0.074400316
GPS14,2/13/22 2:29,335408.0092,9752376.773,151.127691,1.389821926,-0.915592622,-0.093802447
GPS14,2/13/22 2:39,335408.0095,9752376.772,151.129033,1.390051841,-0.916838041,-0.092460412
GPS14,2/13/22 2:49,335408.013,9752376.775,151.1208995,1.393602886,-0.914004421,-0.100593916
GPS14,2/13/22 2:59,335408.0189,9752376.77,151.1439573,1.399490295,-0.918618182,-0.077536087
GPS14,2/13/22 3:09,335408.0185,9752376.771,151.1392526,1.399045324,-0.918036634,-0.082240833
GPS14,2/13/22 3:19,335408.0168,9752376.769,151.1274443,1.39741003,-0.920171266,-0.094049154
GPS14,2/13/22 3:29,335408.0177,9752376.767,151.1290684,1.398237224,-0.921867341,-0.092425064
GPS14,2/13/22 3:39,335408.0189,9752376.764,151.1373284,1.399448103,-0.925053239,-0.084165069
GPS14,2/13/22 3:49,335408.0135,9752376.766,151.1335888,1.394107063,-0.922667934,-0.087904655
GPS14,2/13/22 3:59,335408.0114,9752376.769,151.1338654,1.392026486,-0.919997063,-0.087628056
GPS14,2/13/22 4:09,335408.0168,9752376.767,151.1047231,1.397404603,-0.921991581,-0.116770371
GPS14,2/13/22 4:19,335408.016,9752376.765,151.0965766,1.396596871,-0.924229056,-0.124916794
GPS14,2/13/22 4:39,335408.0152,9752376.771,151.1308525,1.395778863,-0.917745855,-0.09064089
GPS14,2/13/22 4:49,335408.0204,9752376.777,151.1303163,1.401006279,-0.911993589,-0.091177175
GPS14,2/13/22 4:59,335408.0145,9752376.777,151.1190604,1.39507962,-0.912499644,-0.102433058
GPS14,2/13/22 5:09,335408.0244,9752376.774,151.119102,1.404992118,-0.914749483,-0.102391465
GPS14,2/13/22 5:39,335408.0234,9752376.764,151.1297706,1.403983118,-0.925057733,-0.091722849
GPS14,2/13/22 5:49,335408.0072,9752376.761,151.1370754,1.387775143,-0.927961167,-0.084418047
GPS14,2/13/22 5:59,335408.0096,9752376.773,151.1333481,1.390212785,-0.916361876,-0.088145295
GPS14,2/13/22 6:19,335408.0069,9752376.784,151.1194745,1.387502403,-0.905512989,-0.102018921
GPS14,2/13/22 6:49,335408.031,9752376.782,151.1190401,1.411552591,-0.906699274,-0.102453321
GPS14,2/13/22 7:39,335408.0005,9752376.784,151.0865151,1.381060353,-0.904928371,-0.13497828
GPS14,2/13/22 8:59,335408.0154,9752376.781,151.0887436,1.396027557,-0.907796945,-0.132749846
GPS14,2/13/22 9:29,335408.0039,9752376.769,151.1112504,1.384470861,-0.920573639,-0.110243052
GPS14,2/13/22 9:39,335408.0095,9752376.769,151.1233888,1.390056039,-0.920365026,-0.098104588
GPS14,2/13/22 9:49,335408.0289,9752376.774,151.112516,1.409504418,-0.914977953,-0.108977405
GPS14,2/13/22 9:59,335408.0323,9752376.773,151.1271849,1.412859193,-0.916580502,-0.094308557
GPS14,2/13/22 10:09,335408.0317,9752376.772,151.145664,1.412254582,-0.916688504,-0.075829382
GPS14,2/13/22 10:29,335408.0394,9752376.762,151.1466481,1.419997369,-0.927337868,-0.074845325
GPS14,2/13/22 10:49,335408.036,9752376.765,151.1515706,1.416565982,-0.924402811,-0.069922874
GPS14,2/13/22 10:59,335408.0311,9752376.768,151.1599378,1.411653717,-0.920699412,-0.061555584
GPS14,2/13/22 11:09,335408.0368,9752376.77,151.1696704,1.417373616,-0.918720528,-0.051822982
GPS14,2/13/22 11:39,335408.0265,9752376.771,151.1489674,1.407053389,-0.918434182,-0.072526054
GPS14,2/13/22 11:49,335408.029,9752376.769,151.1519047,1.409554576,-0.920471327,-0.069588756
GPS14,2/13/22 11:59,335408.0304,9752376.772,151.1730828,1.410949087,-0.916617217,-0.048410579
GPS14,2/13/22 12:09,335408.0247,9752376.777,151.1725797,1.405313654,-0.912122415,-0.048913752
GPS14,2/13/22 12:19,335408.0234,9752376.773,151.1727361,1.404004827,-0.915630531,-0.048757344
GPS14,2/13/22 12:29,335408.0208,9752376.772,151.1745807,1.401357575,-0.917506507,-0.04691268
